MODULE;DATA_ID;WORKSHEET;CELL_REF;RC_CODE;TYPE;LENGTH;MONETARY;CLOSED_LIST;DEFAULT_LIST_VALUE;SHORT_DESCRIPTION;Comment
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG04_SEG**;net Prem CP;X184:X187;R184C24:R187C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 4;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG05_SEG**;net Prem CP;X213:X216;R213C24:R216C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 5;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG06_SEG**;net Prem CP;X242:X245;R242C24:R245C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 6;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG07_SEG**;net Prem CP;X271:X274;R271C24:R274C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 7;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG08_SEG**;net Prem CP;X300:X303;R300C24:R303C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 8;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG09_SEG**;net Prem CP;X329:X332;R329C24:R332C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 9;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG10_SEG**;net Prem CP;X358:X361;R358C24:R361C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 10;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG11_SEG**;net Prem CP;X387:X390;R387C24:R390C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 11;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG12_SEG**;net Prem CP;X416:X419;R416C24:R419C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 12;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG13_SEG**;net Prem CP;X445:X448;R445C24:R448C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 13;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG14_SEG**;net Prem CP;X474:X477;R474C24:R477C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 14;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG15_SEG**;net Prem CP;X503:X506;R503C24:R506C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 15;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG16_SEG**;net Prem CP;X532:X535;R532C24:R535C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 16;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG17_SEG**;net Prem CP;X561:X564;R561C24:R564C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 17;
Health NSLT Prem. & Res.;HNSLT_PCO_N_REG18_SEG**;net Prem CP;X590:X593;R590C24:R593C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 18;
Health NSLT Prem. & Res.;HNSLT_ART_147_4_FLG_SEG01;Basic input;E114;R114C5;C;3;N;Flag yes/no;no;NSLT health underwriting risk input - Premium and reserve risk - Premiums - Article 147 (4) applicable? - Medical expense insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_ART_147_4_FLG_SEG02;Basic input;E115;R115C5;C;3;N;Flag yes/no;no;NSLT health underwriting risk input - Premium and reserve risk - Premiums - Article 147 (4) applicable? - Income protection insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_ART_147_4_FLG_SEG03;Basic input;E116;R116C5;C;3;N;Flag yes/no;no;NSLT health underwriting risk input - Premium and reserve risk - Premiums - Article 147 (4) applicable? - Workers' compensation insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_ART_147_4_FLG_SEG04;Basic input;E117;R117C5;C;3;N;Flag yes/no;no;NSLT health underwriting risk input - Premium and reserve risk - Premiums - Article 147 (4) applicable? - Non proportional health RI;
Health NSLT Prem. & Res.;HNSLT_PREM_EARN_N_HRES_SEG01;net Prem CP;R92;R92C18;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - Gross - Earned - Medical expense insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_PREM_EARN_N_HRES_SEG02;net Prem CP;R93;R93C18;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - Gross - Earned - Income protection insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_PREM_EARN_N_HRES_SEG03;net Prem CP;R94;R94C18;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - Gross - Earned - Workers' compensation insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_PR_EA_N_NY_EB_HRES_SEG01;net Prem CP;S92;R92C19;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - Next year expectation - Net Earned - Medical expense insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_PR_EA_N_NY_EB_HRES_SEG02;net Prem CP;S93;R93C19;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - Next year expectation - Net Earned - Income protection insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_PR_EA_N_NY_EB_HRES_SEG03;net Prem CP;S94;R94C19;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - Next year expectation - Net Earned - Workers' compensation insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_PR_EA_N_NY_NB_HRES_SEG01;net Prem CP;T92;R92C20;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - Next year expectation - Net Earned - without new business -  Medical expense insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_PR_EA_N_NY_NB_HRES_SEG02;net Prem CP;T93;R93C20;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - Next year expectation - Net Earned - without new business - Income protection insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_PR_EA_N_NY_NB_HRES_SEG03;net Prem CP;T94;R94C20;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - Next year expectation - Net Earned - without new business - Workers' compensation insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_EXPPV_FP_EX_HRES_SEG01;net Prem CP;U92;R92C21;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - expected present value - FP(existing) - Medical expense insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_EXPPV_FP_EX_HRES_SEG02;net Prem CP;U93;R93C21;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - expected present value - FP(existing) - Income protection insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_EXPPV_FP_EX_HRES_SEG03;net Prem CP;U94;R94C21;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - expected present value - FP(existing) - Workers' compensation insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_EXPPV_FP_FU_EB_HRES_SEG01;net Prem CP;V92;R92C22;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - expected present value - FP(future) - Medical expense insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_EXPPV_FP_FU_EB_HRES_SEG02;net Prem CP;V93;R93C22;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - expected present value - FP(future) - Income protection insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_EXPPV_FP_FU_EB_HRES_SEG03;net Prem CP;V94;R94C22;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - expected present value - FP(future) - Workers' compensation insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_EXPPV_FP_FU_NB_HRES_SEG01;net Prem CP;W92;R92C23;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - expected present value - FP(future) - without new business - Medical expense insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_EXPPV_FP_FU_NB_HRES_SEG02;net Prem CP;W93;R93C23;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - expected present value - FP(future) - without new business - Income protection insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_EXPPV_FP_FU_NB_HRES_SEG03;net Prem CP;W94;R94C23;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Premiums - expected present value - FP(future) - without new business -  Workers' compensation insurance and proportional RI;
Health NSLT Prem. & Res.;HNSLT_PCO_N_HRES_SEG01;net Prem CP;X92;R92C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Claims outstanding - BE provision - Medical expense insurance and proportional RI;FB: Volume measures cannot be loaded into SAS IRM. Restructuring necessary!
Health NSLT Prem. & Res.;HNSLT_PCO_N_HRES_SEG02;net Prem CP;X93;R93C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Claims outstanding - BE provision - Income protection insurance and proportional RI;FB: Volume measures cannot be loaded into SAS IRM. Restructuring necessary!
Health NSLT Prem. & Res.;HNSLT_PCO_N_HRES_SEG03;net Prem CP;X94;R94C24;N;8;Y;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Claims outstanding - BE provision - Workers' compensation insurance and proportional RI;FB: Volume measures cannot be loaded into SAS IRM. Restructuring necessary!
Health NSLT Prem. & Res.;HNSLT_USP_STD_DEV_PREM_FLG_S01;Basic input;E462;R462C5;C;13;N;USP Standard deviation gross/net;;Health - Prem. & Res. Risk - USP - Standard deviation gross/net?   Segment: Medical expense;
Health NSLT Prem. & Res.;HNSLT_USP_STD_DEV_PREM_FLG_S02;Basic input;E463;R463C5;C;13;N;USP Standard deviation gross/net;;Health - Prem. & Res. Risk - USP - Standard deviation gross/net?   Segment: Income protection;
Health NSLT Prem. & Res.;HNSLT_USP_STD_DEV_PREM_FLG_S03;Basic input;E464;R464C5;C;13;N;USP Standard deviation gross/net;;Health - Prem. & Res. Risk - USP - Standard deviation gross/net?   Segment: Workers' compensation;
Health NSLT Prem. & Res.;HNSLT_USP_STD_DEV_PREM_FLG_S04;Basic input;E465;R465C5;C;13;N;USP Standard deviation gross/net;;Health - Prem. & Res. Risk - USP - Standard deviation gross/net?   Segment: Non proportional health reinsurance;
Health NSLT Prem. & Res.;HNSLT_USP_PREM_S01;Basic input;F462;R462C6;N;8;N;;;Health - Prem. & Res. Risk - USP - Premium risk Segment: Medical expense;
Health NSLT Prem. & Res.;HNSLT_USP_PREM_S02;Basic input;F463;R463C6;N;8;N;;;Health - Prem. & Res. Risk - USP - Premium risk Segment: Income protection;
Health NSLT Prem. & Res.;HNSLT_USP_PREM_S03;Basic input;F464;R464C6;N;8;N;;;Health - Prem. & Res. Risk - USP - Premium risk Segment: Workers' compensation;
Health NSLT Prem. & Res.;HNSLT_USP_PREM_S04;Basic input;F465;R465C6;N;8;N;;;Health - Prem. & Res. Risk - USP - Premium risk Segment: Non proportional health reinsurance;
Health NSLT Prem. & Res.;HNSLT_USP_RES_S01;Basic input;G462;R462C7;N;8;N;;;Health - Prem. & Res. Risk - USP - Reserve risk Segment: Medical expense;
Health NSLT Prem. & Res.;HNSLT_USP_RES_S02;Basic input;G463;R463C7;N;8;N;;;Health - Prem. & Res. Risk - USP - Reserve risk Segment: Income protection;
Health NSLT Prem. & Res.;HNSLT_USP_RES_S03;Basic input;G464;R464C7;N;8;N;;;Health - Prem. & Res. Risk - USP - Reserve risk Segment: Workers' compensation;
Health NSLT Prem. & Res.;HNSLT_USP_RES_S04;Basic input;G465;R465C7;N;8;N;;;Health - Prem. & Res. Risk - USP - Reserve risk Segment: Non proportional health reinsurance;
Health NSLT Prem. & Res.;HNSLT_USP_NP_FAC_ADJ_S01;Basic input;H462;R462C8;N;8;N;;;Health - Prem. & Res. Risk - USP - NP factor for adjustment Segment: Medical expense;
Health NSLT Prem. & Res.;HNSLT_USP_NP_FAC_ADJ_S02;Basic input;H463;R463C8;N;8;N;;;Health - Prem. & Res. Risk - USP - NP factor for adjustment Segment: Income protection;
Health NSLT Prem. & Res.;HNSLT_USP_NP_FAC_ADJ_S03;Basic input;H464;R464C8;N;8;N;;;Health - Prem. & Res. Risk - USP - NP factor for adjustment Segment: Workers' compensation;
Health NSLT Prem. & Res.;HNSLT_USP_NP_FAC_ADJ_S04;Basic input;H465;R465C8;N;8;N;;;Health - Prem. & Res. Risk - USP - NP factor for adjustment Segment: Non proportional health reinsurance;
Health NSLT Prem. & Res.;HNSLT_STD_PREM_HRES_SEG01;Basic input;E474;R474C5;N;8;N;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Specific Standard deviations - Premium - Medical expense and proportional RI;
Health NSLT Prem. & Res.;HNSLT_STD_PREM_HRES_SEG02;Basic input;E475;R475C5;N;8;N;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Specific Standard deviations - Premium - Income protection and proportional RI;
Health NSLT Prem. & Res.;HNSLT_STD_PREM_HRES_SEG03;Basic input;E476;R476C5;N;8;N;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Specific Standard deviations - Premium - Worker's compensation and proportional RI;
Health NSLT Prem. & Res.;HNSLT_STD_RES_HRES_SEG01;Basic input;F474;R474C6;N;8;N;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Specific Standard deviations - Reserve - Medical expense and proportional RI;
Health NSLT Prem. & Res.;HNSLT_STD_RES_HRES_SEG02;Basic input;F475;R475C6;N;8;N;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Specific Standard deviations - Reserve - Income protection and proportional RI;
Health NSLT Prem. & Res.;HNSLT_STD_RES_HRES_SEG03;Basic input;F476;R476C6;N;8;N;;;NSLT health underwriting risk input - Premium and reserve risk - HRES - Specific Standard deviations - Reserve - Worker's compensation and proportional RI;
Health NSLT Lapse;HNSLT_LAPSE_A_BC;Basic input;E132;R132C5;N;8;Y;;;Health non SLT lapse risk - Assets - Initial value;Article 150 [2015/35/EU]
Health NSLT Lapse;HNSLT_LAPSE_A_SH;Basic input;E133;R133C5;N;8;Y;;;Health non SLT lapse risk - Assets - Value after a mass shock (net);Article 150 [2015/35/EU]
Health NSLT Lapse;HNSLT_LAPSE_L_BC;Basic input;F132;R132C6;N;8;Y;;;Health non SLT lapse risk - Liabilities - Initial value;Article 150 [2015/35/EU]
Health NSLT Lapse;HNSLT_LAPSE_L_SH;Basic input;F133;R133C6;N;8;Y;;;Health non SLT lapse risk - Liabilities - Value after a mass shock (net);Article 150 [2015/35/EU]
Health Cat.;HCAT_MASS_TVBP_***;Health cat;E14:E261;R14C5:R261C5;N;8;N;;;Health Catastrophe risk - Mass event - number of insured persons - per country and type of injury;
Health Cat.;HCAT_MASS_NOIP_***;Health cat;F14:F261;R14C6:R261C6;N;8;Y;;;Health Catastrophe risk - Mass event - Total value of benefits payable for the event type - per country and type of injury;
Health Cat.;HCAT_CONC_AVBP_***;Health cat;G14:G581;R14C7:R581C7;N;8;Y;;;Health Catastrophe risk - Concentration - Average value of benefits payable for the largest accident risk concentration - per country and type of injury;
Health Cat.;HCAT_MASS_RM_**;Health cat;K17:K257:8;R17C11:R257C11:8;N;8;Y;;;Health Catastrophe risk - Mass event - Risk mitigation - per country;
Health Cat.;HCAT_MASS_REINS_PREM_**;Health cat;K18:K258:8;R18C11:R258C11:8;N;8;Y;;;Health Catastrophe risk - Mass event - Estimated reinstatement premium - per country;
Health Cat.;HCAT_CONC_LARC_**;Health cat;K19:K579:8;R19C11:R579C11:8;N;8;N;;;Health Catastrophe risk - Concentration - Largest known concentration of lives insured, for concentration risk - per country;
Health Cat.;HCAT_CONC_RM_**;Health cat;K20:K580:8;R20C11:R580C11:8;N;8;Y;;;Health Catastrophe risk - Concentration - Risk mitigation - per country;
Health Cat.;HCAT_CONC_REINS_PREM_**;Health cat;K21:K581:8;R21C11:R581C11:8;N;8;Y;;;Health Catastrophe risk - Concentration - Estimated reinstatement premium - per country;
Health Cat.;HCAT_PAN_INC_NOIP_**;Health cat;O14:O574:8;R14C15:R574C15:8;N;8;N;;;Health Catastrophe risk - Pandemic - Income protection - number of insured persons - per country;
Health Cat.;HCAT_PAN_INC_EXP_**;Health cat;O15:O575:8;R15C15:R575C15:8;N;8;Y;;;Health Catastrophe risk - Pandemic - Income protection - Total pandemic exposure - per country;
Health Cat.;HCAT_PAN_MED_NOIP_**;Health cat;O16:O576:8;R16C15:R576C15:8;N;8;N;;;Health Catastrophe risk - Pandemic - Medical expense - Number of insured people - per country;
Health Cat.;HCAT_PAN_MED_UCC_HOSP_**;Health cat;O17:O577:8;R17C15:R577C15:8;N;8;Y;;;Health Catastrophe risk - Pandemic - Medical expense - Unit claim cost hospitalisation - per country;
Health Cat.;HCAT_PAN_MED_UCC_MED_**;Health cat;O18:O578:8;R18C15:R578C15:8;N;8;Y;;;Health Catastrophe risk - Pandemic - Medical expense - Unit claim cost medical practitioner - per country;
Health Cat.;HCAT_PAN_MED_UCC_NOM_**;Health cat;O19:O579:8;R19C15:R579C15:8;N;8;Y;;;Health Catastrophe risk - Pandemic - Medical expense - Unit claim cost no formal medical care - per country;
Health Cat.;HCAT_PAN_RM_**;Health cat;O20:O580:8;R20C15:R580C15:8;N;8;Y;;;Health Catastrophe risk - Pandemic - Risk mitigation - per country;
Health Cat.;HCAT_PAN_REINS_PREM_**;Health cat;O21:O581:8;R21C15:R581C15:8;N;8;Y;;;Health Catastrophe risk - Pandemic - Estimated reinstatement premium - per country;
Health Cat.;HCAT_OTHER_COUNTRY_CD_**;Health cat;C262:C574:8;R262C3:R574C3:8;C;2;N;;;Health Catastrophe risk - Other Countries ISO Code;
Non-Life Prem. & Res.;NL_CAP_SIMPL;Basic input;E183;R183C5;C;1;N;Flag yes/no;no;Non-life underwriting risk input - Captives simplifications - premium and reserve risk (y/n);
Non-Life Prem. & Res.;DIV_FLG;net Prem CP;U7;R7C21;C;3;N;Flag yes/no;yes;Non-life underwriting risk input - Premium and reserve risk - Usage of geographical diversification;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG01_SEG01;net Prem CP;R101;R101C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 1;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG01_SEG02;net Prem CP;R102;R102C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 1;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG01_SEG03;net Prem CP;R105;R105C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 1;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG01_SEG04;net Prem CP;R110;R110C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 1;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG01_SEG05;net Prem CP;R115;R115C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 1;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG01_SEG06;net Prem CP;R116;R116C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 1;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG01_SEG07;net Prem CP;R117;R117C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 1;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG01_SEG08;net Prem CP;R118;R118C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 1;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG01_SEG09;net Prem CP;R119;R119C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 1;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG01_SEG10;net Prem CP;R120;R120C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 1;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG01_SEG11;net Prem CP;R121;R121C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 1;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG01_SEG12;net Prem CP;R122;R122C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 1;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG02_SEG01;net Prem CP;R130;R130C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 2;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG02_SEG02;net Prem CP;R131;R131C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 2;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG02_SEG03;net Prem CP;R134;R134C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 2;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG02_SEG04;net Prem CP;R139;R139C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 2;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG02_SEG05;net Prem CP;R144;R144C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 2;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG02_SEG06;net Prem CP;R145;R145C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 2;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG02_SEG07;net Prem CP;R146;R146C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 2;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG02_SEG08;net Prem CP;R147;R147C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 2;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG02_SEG09;net Prem CP;R148;R148C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 2;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG02_SEG10;net Prem CP;R149;R149C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 2;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG02_SEG11;net Prem CP;R150;R150C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 2;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG02_SEG12;net Prem CP;R151;R151C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 2;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG03_SEG01;net Prem CP;R159;R159C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 3;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG03_SEG02;net Prem CP;R160;R160C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 3;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG03_SEG03;net Prem CP;R163;R163C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 3;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG03_SEG04;net Prem CP;R168;R168C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 3;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG03_SEG05;net Prem CP;R173;R173C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 3;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG03_SEG06;net Prem CP;R174;R174C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 3;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG03_SEG07;net Prem CP;R175;R175C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 3;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG03_SEG08;net Prem CP;R176;R176C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 3;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG03_SEG09;net Prem CP;R177;R177C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 3;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG03_SEG10;net Prem CP;R178;R178C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 3;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG03_SEG11;net Prem CP;R179;R179C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 3;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG03_SEG12;net Prem CP;R180;R180C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 3;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG04_SEG01;net Prem CP;R188;R188C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 4;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG04_SEG02;net Prem CP;R189;R189C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 4;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG04_SEG03;net Prem CP;R192;R192C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 4;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG04_SEG04;net Prem CP;R197;R197C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 4;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG04_SEG05;net Prem CP;R202;R202C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 4;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG04_SEG06;net Prem CP;R203;R203C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 4;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG04_SEG07;net Prem CP;R204;R204C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 4;
Non-Life Prem. & Res.;NL_PREM_EARN_N_REG04_SEG08;net Prem CP;R205;R205C18;N;8;Y;;;Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 4;
